2025-10-30 22:09:58,448 INFO: 127.0.0.1 - - [30/Oct/2025 22:09:58] "GET /login HTTP/1.1" 200 -
2025-10-30 22:10:19,659 INFO: aaaÇ™ÉçÉOÉCÉìÇµÇ‹ÇµÇΩ
2025-10-30 22:10:19,663 INFO: 127.0.0.1 - - [30/Oct/2025 22:10:19] "[32mPOST /login HTTP/1.1[0m" 302 -
2025-10-30 22:10:19,682 INFO: ÉÜÅ[ÉUÅ[àÍóóÉyÅ[ÉWÇ…ÉAÉNÉZÉX
2025-10-30 22:10:19,711 INFO: 127.0.0.1 - - [30/Oct/2025 22:10:19] "GET /users HTTP/1.1" 200 -
2025-10-30 22:10:19,731 INFO: 127.0.0.1 - - [30/Oct/2025 22:10:19] "[33mGET /static/uploads/ HTTP/1.1[0m" 404 -
2025-10-30 22:10:19,854 INFO: 127.0.0.1 - - [30/Oct/2025 22:10:19] "[36mGET /static/uploads/seaside_dog.jpg HTTP/1.1[0m" 304 -
2025-10-30 22:10:34,142 INFO: 127.0.0.1 - - [30/Oct/2025 22:10:34] "GET /register HTTP/1.1" 200 -
2025-10-30 22:10:54,944 INFO: ÉçÉOÉAÉEÉgÇµÇ‹ÇµÇΩ
2025-10-30 22:10:54,945 INFO: 127.0.0.1 - - [30/Oct/2025 22:10:54] "[32mGET /logout HTTP/1.1[0m" 302 -
2025-10-30 22:10:54,967 INFO: 127.0.0.1 - - [30/Oct/2025 22:10:54] "GET /login HTTP/1.1" 200 -
2025-11-04 08:17:37,397 INFO: \u2705 db.create_all() äÆóπÇµÇ‹ÇµÇΩ
2025-11-04 08:17:37,570 INFO: \u2705 èâä˙AdminÉÜÅ[ÉUÅ[ÇçÏê¨ÇµÇ‹ÇµÇΩ
2025-11-04 08:17:37,738 INFO: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-11-04 08:17:37,738 INFO: [33mPress CTRL+C to quit[0m
2025-11-04 08:17:37,741 INFO:  * Restarting with stat
2025-11-04 08:17:39,129 INFO: \u2705 db.create_all() äÆóπÇµÇ‹ÇµÇΩ
2025-11-04 08:17:39,137 INFO: \u2139\ufe0f AdminÉÜÅ[ÉUÅ[ÇÕä˘Ç…ë∂ç›ÇµÇƒÇ¢Ç‹Ç∑
2025-11-04 08:17:39,160 WARNING:  * Debugger is active!
2025-11-04 08:17:39,165 INFO:  * Debugger PIN: 811-016-014
2025-11-04 08:22:35,181 INFO:  * Detected change in 'C:\\workspace\\myapp\\app.py', reloading
2025-11-04 08:22:35,338 INFO:  * Restarting with stat
2025-11-04 08:22:37,429 INFO: \u2705 db.create_all() äÆóπÇµÇ‹ÇµÇΩ
2025-11-04 08:22:37,451 INFO: \u2139\ufe0f AdminÉÜÅ[ÉUÅ[ÇÕä˘Ç…ë∂ç›ÇµÇƒÇ¢Ç‹Ç∑
2025-11-04 08:22:37,507 WARNING:  * Debugger is active!
2025-11-04 08:22:37,512 INFO:  * Debugger PIN: 811-016-014
2025-11-04 08:23:47,040 INFO: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-11-04 08:23:47,040 INFO: [33mPress CTRL+C to quit[0m
2025-11-04 08:23:58,724 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-04 08:23:58,830 INFO: 127.0.0.1 - - [04/Nov/2025 08:23:58] "GET / HTTP/1.1" 200 -
2025-11-04 08:23:59,055 INFO: 127.0.0.1 - - [04/Nov/2025 08:23:59] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-11-04 08:23:59,577 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-04 08:23:59,579 INFO: 127.0.0.1 - - [04/Nov/2025 08:23:59] "GET / HTTP/1.1" 200 -
2025-11-04 08:24:01,824 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-04 08:24:01,826 INFO: 127.0.0.1 - - [04/Nov/2025 08:24:01] "GET / HTTP/1.1" 200 -
2025-11-04 08:24:35,144 INFO: 127.0.0.1 - - [04/Nov/2025 08:24:35] "GET /login HTTP/1.1" 200 -
2025-11-04 08:24:52,731 INFO: adminÇ™ÉçÉOÉCÉìÇµÇ‹ÇµÇΩ
2025-11-04 08:24:52,733 INFO: 127.0.0.1 - - [04/Nov/2025 08:24:52] "[32mPOST /login HTTP/1.1[0m" 302 -
2025-11-04 08:24:52,742 INFO: ÉÜÅ[ÉUÅ[àÍóóÉyÅ[ÉWÇ…ÉAÉNÉZÉX
2025-11-04 08:24:52,761 INFO: 127.0.0.1 - - [04/Nov/2025 08:24:52] "GET /users HTTP/1.1" 200 -
2025-11-04 08:24:52,777 INFO: 127.0.0.1 - - [04/Nov/2025 08:24:52] "[33mGET /static/uploads/ HTTP/1.1[0m" 404 -
2025-11-04 08:25:13,068 INFO: 127.0.0.1 - - [04/Nov/2025 08:25:13] "GET /post HTTP/1.1" 200 -
2025-11-04 08:25:25,699 INFO: êVãKìäçeÇ™çÏê¨Ç≥ÇÍÇ‹ÇµÇΩ (ÉÜÅ[ÉUÅ[ID: 1)
2025-11-04 08:25:25,700 INFO: 127.0.0.1 - - [04/Nov/2025 08:25:25] "[32mPOST /post HTTP/1.1[0m" 302 -
2025-11-04 08:25:25,709 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-04 08:25:25,714 INFO: 127.0.0.1 - - [04/Nov/2025 08:25:25] "GET / HTTP/1.1" 200 -
2025-11-04 08:25:42,097 INFO: 127.0.0.1 - - [04/Nov/2025 08:25:42] "GET /post HTTP/1.1" 200 -
2025-11-04 08:25:53,907 INFO: êVãKìäçeÇ™çÏê¨Ç≥ÇÍÇ‹ÇµÇΩ (ÉÜÅ[ÉUÅ[ID: 1)
2025-11-04 08:25:53,908 INFO: 127.0.0.1 - - [04/Nov/2025 08:25:53] "[32mPOST /post HTTP/1.1[0m" 302 -
2025-11-04 08:25:53,917 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-04 08:25:53,919 INFO: 127.0.0.1 - - [04/Nov/2025 08:25:53] "GET / HTTP/1.1" 200 -
2025-11-04 08:26:36,446 INFO: ÉçÉOÉAÉEÉgÇµÇ‹ÇµÇΩ
2025-11-04 08:26:36,447 INFO: 127.0.0.1 - - [04/Nov/2025 08:26:36] "[32mGET /logout HTTP/1.1[0m" 302 -
2025-11-04 08:26:36,458 INFO: 127.0.0.1 - - [04/Nov/2025 08:26:36] "GET /login HTTP/1.1" 200 -
2025-11-04 08:26:39,243 INFO: adminÇ™ÉçÉOÉCÉìÇµÇ‹ÇµÇΩ
2025-11-04 08:26:39,245 INFO: 127.0.0.1 - - [04/Nov/2025 08:26:39] "[32mPOST /login HTTP/1.1[0m" 302 -
2025-11-04 08:26:39,253 INFO: ÉÜÅ[ÉUÅ[àÍóóÉyÅ[ÉWÇ…ÉAÉNÉZÉX
2025-11-04 08:26:39,254 INFO: 127.0.0.1 - - [04/Nov/2025 08:26:39] "GET /users HTTP/1.1" 200 -
2025-11-04 08:26:39,270 INFO: 127.0.0.1 - - [04/Nov/2025 08:26:39] "[33mGET /static/uploads/ HTTP/1.1[0m" 404 -
2025-11-04 08:26:44,356 INFO: 127.0.0.1 - - [04/Nov/2025 08:26:44] "GET /register HTTP/1.1" 200 -
2025-11-04 08:27:25,226 INFO: êVãKÉÜÅ[ÉUÅ[ìoò^: aaa
2025-11-04 08:27:25,228 INFO: 127.0.0.1 - - [04/Nov/2025 08:27:25] "[32mPOST /register HTTP/1.1[0m" 302 -
2025-11-04 08:27:25,450 INFO: êVãKÉÜÅ[ÉUÅ[ìoò^: aaa
2025-11-04 08:27:25,451 INFO: 127.0.0.1 - - [04/Nov/2025 08:27:25] "[32mPOST /register HTTP/1.1[0m" 302 -
2025-11-04 08:27:25,459 INFO: ÉÜÅ[ÉUÅ[àÍóóÉyÅ[ÉWÇ…ÉAÉNÉZÉX
2025-11-04 08:27:25,460 INFO: 127.0.0.1 - - [04/Nov/2025 08:27:25] "GET /users HTTP/1.1" 200 -
2025-11-04 08:27:25,473 INFO: 127.0.0.1 - - [04/Nov/2025 08:27:25] "[33mGET /static/uploads/ HTTP/1.1[0m" 404 -
2025-11-04 08:27:25,597 INFO: 127.0.0.1 - - [04/Nov/2025 08:27:25] "GET /static/uploads/seaside_dog.jpg HTTP/1.1" 200 -
2025-11-04 08:28:02,442 INFO: ÉçÉOÉAÉEÉgÇµÇ‹ÇµÇΩ
2025-11-04 08:28:02,444 INFO: 127.0.0.1 - - [04/Nov/2025 08:28:02] "[32mGET /logout HTTP/1.1[0m" 302 -
2025-11-04 08:28:02,458 INFO: 127.0.0.1 - - [04/Nov/2025 08:28:02] "GET /login HTTP/1.1" 200 -
2025-11-04 08:28:11,466 INFO: aaaÇ™ÉçÉOÉCÉìÇµÇ‹ÇµÇΩ
2025-11-04 08:28:11,468 INFO: 127.0.0.1 - - [04/Nov/2025 08:28:11] "[32mPOST /login HTTP/1.1[0m" 302 -
2025-11-04 08:28:11,476 INFO: ÉÜÅ[ÉUÅ[àÍóóÉyÅ[ÉWÇ…ÉAÉNÉZÉX
2025-11-04 08:28:11,476 INFO: 127.0.0.1 - - [04/Nov/2025 08:28:11] "GET /users HTTP/1.1" 200 -
2025-11-04 08:28:11,488 INFO: 127.0.0.1 - - [04/Nov/2025 08:28:11] "[33mGET /static/uploads/ HTTP/1.1[0m" 404 -
2025-11-04 08:28:11,491 INFO: 127.0.0.1 - - [04/Nov/2025 08:28:11] "[36mGET /static/uploads/seaside_dog.jpg HTTP/1.1[0m" 304 -
2025-11-04 08:28:29,207 INFO: 127.0.0.1 - - [04/Nov/2025 08:28:29] "GET /post HTTP/1.1" 200 -
2025-11-04 08:28:39,259 INFO: êVãKìäçeÇ™çÏê¨Ç≥ÇÍÇ‹ÇµÇΩ (ÉÜÅ[ÉUÅ[ID: 2)
2025-11-04 08:28:39,260 INFO: 127.0.0.1 - - [04/Nov/2025 08:28:39] "[32mPOST /post HTTP/1.1[0m" 302 -
2025-11-04 08:28:39,274 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-04 08:28:39,278 INFO: 127.0.0.1 - - [04/Nov/2025 08:28:39] "GET / HTTP/1.1" 200 -
2025-11-04 08:38:53,284 INFO: 127.0.0.1 - - [04/Nov/2025 08:38:53] "GET /post HTTP/1.1" 200 -
2025-11-04 08:38:58,182 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-04 08:38:58,185 INFO: 127.0.0.1 - - [04/Nov/2025 08:38:58] "GET / HTTP/1.1" 200 -
2025-11-07 19:03:15,124 INFO: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-11-07 19:03:15,125 INFO: [33mPress CTRL+C to quit[0m
2025-11-07 19:03:18,509 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-07 19:03:18,564 INFO: 127.0.0.1 - - [07/Nov/2025 19:03:18] "GET / HTTP/1.1" 200 -
2025-11-07 19:03:18,806 INFO: 127.0.0.1 - - [07/Nov/2025 19:03:18] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-11-07 19:03:28,378 INFO: 127.0.0.1 - - [07/Nov/2025 19:03:28] "GET /login HTTP/1.1" 200 -
2025-11-07 19:03:30,128 INFO: aaaÇ™ÉçÉOÉCÉìÇµÇ‹ÇµÇΩ
2025-11-07 19:03:30,132 INFO: 127.0.0.1 - - [07/Nov/2025 19:03:30] "[32mPOST /login HTTP/1.1[0m" 302 -
2025-11-07 19:03:30,145 INFO: ÉÜÅ[ÉUÅ[àÍóóÉyÅ[ÉWÇ…ÉAÉNÉZÉX
2025-11-07 19:03:30,178 INFO: 127.0.0.1 - - [07/Nov/2025 19:03:30] "GET /users HTTP/1.1" 200 -
2025-11-07 19:03:30,205 INFO: 127.0.0.1 - - [07/Nov/2025 19:03:30] "[33mGET /static/uploads/ HTTP/1.1[0m" 404 -
2025-11-07 19:03:30,310 INFO: 127.0.0.1 - - [07/Nov/2025 19:03:30] "[36mGET /static/uploads/seaside_dog.jpg HTTP/1.1[0m" 304 -
2025-11-07 19:08:31,707 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-07 19:08:31,710 INFO: 127.0.0.1 - - [07/Nov/2025 19:08:31] "GET / HTTP/1.1" 200 -
2025-11-07 21:09:45,159 INFO: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-11-07 21:09:45,159 INFO: [33mPress CTRL+C to quit[0m
2025-11-07 21:10:31,207 INFO: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-11-07 21:10:31,207 INFO: [33mPress CTRL+C to quit[0m
2025-11-07 21:12:45,526 INFO: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-11-07 21:12:45,526 INFO: [33mPress CTRL+C to quit[0m
2025-11-07 21:13:12,101 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-07 21:13:12,202 INFO: 127.0.0.1 - - [07/Nov/2025 21:13:12] "GET / HTTP/1.1" 200 -
2025-11-07 21:13:16,611 INFO: 127.0.0.1 - - [07/Nov/2025 21:13:16] "GET /post HTTP/1.1" 200 -
2025-11-07 21:13:18,467 INFO: É^ÉCÉÄÉâÉCÉìÇï\é¶
2025-11-07 21:13:18,472 INFO: 127.0.0.1 - - [07/Nov/2025 21:13:18] "GET / HTTP/1.1" 200 -
2025-11-08 10:10:46,281 INFO: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
